id,name,company_id,amount,status,created_at,paid_at
5300670ad03ce15b984a03e5ab49442d61f70c01,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-02-27 00:00:00+00:00,2019-02-28 00:00:00+00:00
eff30a9dc26a8c54046494a61983de261f0b3d8f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,128.64,pending_payment,2019-01-06 00:00:00+00:00,
e5902356495f62a5f8c6f96190a9dd5f0e10c780,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,91.27,pending_payment,,
1a4073488bb4838cfe32c6ddef08f1b548dd46a5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,voided,2019-02-14 00:00:00+00:00,
ed8dac7533dd638d7b512136274c2618f3aeae72,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,8.78,pending_payment,2019-03-24 00:00:00+00:00,
8d7a41d3002670c62d6fb569b196575684747b26,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,88.59,voided,2019-01-13 00:00:00+00:00,
b1b1e3d049e8b83f3f71d4e395286d3a2d8596a9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,314.13,pending_payment,2019-03-01 00:00:00+00:00,
1ed684a81e8e773f6e3cbad1351e5a861a651930,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,72.33,pending_payment,2019-05-19 00:00:00+00:00,
7b82e5b81d1642b7f3baa1c8fff26f1a24c677cc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,87.66,paid,2019-03-30 00:00:00+00:00,2019-03-30 00:00:00+00:00
9016740e4bdec5416bf06525be3a2454954c38bb,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,183.30,paid,2019-01-08 00:00:00+00:00,2019-01-08 00:00:00+00:00
332a137b9b25504a0c8b291107bc6e11c5ce439a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,150.06,paid,2019-01-10 00:00:00+00:00,2019-01-10 00:00:00+00:00
15c5d781b0fa72ff73a3d1c66f941d86c144e6d4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,79.10,voided,2019-04-21 00:00:00+00:00,
f4f38932e2804536268f33951e0820c56ab3b06e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,52.75,paid,2019-01-04 00:00:00+00:00,2019-01-04 00:00:00+00:00
a163d850f60ececb417cdcb60b3052c4942c6da4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,92.69,paid,2019-01-22 00:00:00+00:00,2019-01-22 00:00:00+00:00
3e66be1722c66684892e63443e407da69ed6184c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,40.47,paid,2019-03-12 00:00:00+00:00,2019-03-12 00:00:00+00:00
c2c2acc1a820f647dd8dd0ac7112cdcdc2da7284,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,403.49,paid,2019-03-19 00:00:00+00:00,2019-03-19 00:00:00+00:00
a4a622121d9c400aee836a7949721cf06e428470,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,pending_payment,2019-01-02 00:00:00+00:00,
d5f4842931b5d02e69b2b6dd1192fdd0a888c5fd,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,72.02,pending_payment,2019-04-03 00:00:00+00:00,
ef33661376e5c48f69db3ca87f6cca524e619da5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,84.74,paid,2019-04-08 00:00:00+00:00,2019-04-08 00:00:00+00:00
3ae3749abeb7d20a71637ad31cdd8a87874549e5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,163.78,pending_payment,2019-04-17 00:00:00+00:00,
5c5015f4bbdb480cc9d51ddafb4dfc610b1b33dc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,347.95,pending_payment,2019-01-11 00:00:00+00:00,
f4c4f2ad0d24f413f46f25823e477c2778da7e6a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,38.44,paid,2019-04-25 00:00:00+00:00,2019-04-25 00:00:00+00:00
06b33ccec5dbb11fff4e3c3790cd764fa24a9614,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,68.71,voided,2019-02-14 00:00:00+00:00,
994861bec1303fc9ec9a18ae3be7c4b643c09401,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,92.23,paid,2019-05-16 00:00:00+00:00,2019-05-16 00:00:00+00:00
627934df080c976714bbfbaf2188db5b2f12bda5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,98.35,paid,2019-03-27 00:00:00+00:00,2019-03-27 00:00:00+00:00
7c8c255b00f62aea80f4412d7921377233de7334,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,pending_payment,2019-01-14 00:00:00+00:00,
57335773b29dfac5ea1ee9387a35d41aa429eb53,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,voided,2019-04-22 00:00:00+00:00,
89b8078ca3a274ad3cff2b152b2806baaa85205e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,108.65,paid,2019-03-22 00:00:00+00:00,2019-03-22 00:00:00+00:00
727da850fa837fdd35c1b2c694cc4e4af8bad13c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,166.42,paid,2019-01-10 00:00:00+00:00,2019-01-10 00:00:00+00:00
574f7052ec036b45ff6d3a127a28b22340dd4dd8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.60,voided,2019-03-10 00:00:00+00:00,
c93420dc37fb6fd80b6374abd74fb5183cc1a4b4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,pending_payment,2019-01-19 00:00:00+00:00,
c70c9062010a777b2be358a1570279ab10f134ba,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,31.36,paid,2019-01-11 00:00:00+00:00,2019-01-11 00:00:00+00:00
40ac7990e8959281525ed3fc14d6cef2db26637c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,279.62,paid,2019-03-28 00:00:00+00:00,2019-03-28 00:00:00+00:00
e253273421d580d4735ce44334259346637bb9f6,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,40.31,paid,2019-02-13 00:00:00+00:00,2019-02-13 00:00:00+00:00
5c2a98645de54a07cab08161a09d2d296a5971a9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,99.69,voided,2019-01-16 00:00:00+00:00,
ee266f3038029fc77df82780d61a378b00788adb,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,162.21,paid,2019-01-10 00:00:00+00:00,2019-01-10 00:00:00+00:00
4cdebb7c5e1545a27c77b40217a208d98aa33080,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,99.74,paid,2019-04-24 00:00:00+00:00,2019-04-24 00:00:00+00:00
9aabc8cf5faac3034a123076e4fd6d7fc0011166,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,voided,2019-01-02 00:00:00+00:00,
0343f6be06462697b37a70d6930947960001549e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,105.38,paid,2019-02-13 00:00:00+00:00,2019-02-13 00:00:00+00:00
707162bae01b352e0a7482fe9038354d4ef641a7,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,39.14,pending_payment,2019-03-14 00:00:00+00:00,
dfb88b317a32753b7d58b71702e6bcd6b7c046ab,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,61.92,paid,2019-01-09 00:00:00+00:00,2019-01-09 00:00:00+00:00
6ef48f01704eb1ae0f776a42da8187d7005a6f59,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,voided,2019-05-12 00:00:00+00:00,
1cf182a971d4b4c526044874932911e0f27d7f68,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,129.16,pending_payment,2019-04-09 00:00:00+00:00,
7fad6a2fd7e5b0e219514509838536ccca07a4fc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,39.09,paid,2019-03-01 00:00:00+00:00,2019-03-01 00:00:00+00:00
7beb01f536d1282a02dba07d4efa9a3fac59549e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,99.76,paid,2019-05-10 00:00:00+00:00,2019-05-10 00:00:00+00:00
97c664ce312ad0ff317d1f1b68e7939d478c2c1a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,62.01,paid,2019-03-20 00:00:00+00:00,2019-03-20 00:00:00+00:00
61c6c2fd0401ecf4888ee563e4d7799f28bb851d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,38.00,paid,2019-05-18 00:00:00+00:00,2019-05-18 00:00:00+00:00
e2cdc57d3f061b7f431f990a523c326d5cb9beb0,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,pending_payment,2019-03-19 00:00:00+00:00,
f32492616a9efe0a20334d035781ce82c2a67aff,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,78.25,paid,2019-04-23 00:00:00+00:00,2019-04-23 00:00:00+00:00
1795732161119f142226c1c7221a1012b4f8dc26,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,voided,2019-01-20 00:00:00+00:00,
c72488bf1ad20b41523b2e860888e0ba2d7a2d75,Muebles chidos,8f642dc67fccf861548dfe1c761ce22f795e91f0,6999.00,paid,2019-01-27 00:00:00+00:00,2019-01-27 00:00:00+00:00
05d8e3ee15e07443701aeba0cc067196381e7250,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.80,paid,2019-02-01 00:00:00+00:00,2019-02-01 00:00:00+00:00
9722669ef4b48e798a25c7e7859feb6a82108ea0,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,122.96,paid,2019-02-08 00:00:00+00:00,2019-02-08 00:00:00+00:00
ad16b9f38c0d7a8289e61e0620773e99a900d2c5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,65.76,pending_payment,2019-03-25 00:00:00+00:00,
665aa1408800acd48463c2da7cca894c9af66aef,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,pending_payment,2019-03-13 00:00:00+00:00,
604c4f9c600b152db1924f44dbb720b139a3c9a0,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,voided,2019-01-19 00:00:00+00:00,
6aee49308e0c6dbefa4be027e9c2aafef4992bea,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.72,pending_payment,2019-05-15 00:00:00+00:00,
67d2620c245a4b9e7be0660659688f57f992dd38,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,21.28,voided,2019-04-11 00:00:00+00:00,
4fda49ed76d3d32615d21aaff40d741782438c42,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,121.12,paid,2019-05-17 00:00:00+00:00,2019-05-17 00:00:00+00:00
179f91a8ca83dd53ba84048423da57efabf37a1f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,47.45,paid,2019-01-21 00:00:00+00:00,2019-01-21 00:00:00+00:00
c939fb3f3b1db6597a58dcd2472d62a6cc892acd,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,pending_payment,2019-03-24 00:00:00+00:00,
5075ba0fefb6b75835a05148ea6898c48519573a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,pending_payment,2019-03-10 00:00:00+00:00,
ba9b948b1b9bec9be23c65b3f3d72fd61b6da88a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,7.39,pending_payment,2019-03-01 00:00:00+00:00,
772158fc87a41552cc5e5819fd601b5f999b84e1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,150.99,paid,2019-02-10 00:00:00+00:00,2019-02-11 00:00:00+00:00
b83979cdefd1402854fe5ccb02155e44bb276970,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-02-14 00:00:00+00:00,2019-02-14 00:00:00+00:00
6ef6e4e11b262c0b9272fa00e0a7c9b89f1757d6,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,40.37,paid,2019-03-25 00:00:00+00:00,2019-03-25 00:00:00+00:00
f6e4262a82b6f0570a2ec7d87c12c0d72b7056a1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.60,voided,2019-02-19 00:00:00+00:00,
5e70bdb72835d20ad84d147d50a9626691ba218f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,pending_payment,2019-04-29 00:00:00+00:00,
215cd37366b10d51917dd55fd7a206e849c806a2,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,76.77,paid,2019-01-31 00:00:00+00:00,2019-01-31 00:00:00+00:00
77976b347d50f434311ef99115cc5a0946ef8755,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,30.00,paid,2019-01-04 00:00:00+00:00,2019-01-04 00:00:00+00:00
a42acbd7f9845fecab1cd98a3530b5d65cff0b5e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,96.10,paid,2019-04-02 00:00:00+00:00,2019-04-02 00:00:00+00:00
851eb577e9f20050753e14324bde5984b220f1e8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,voided,2019-04-19 00:00:00+00:00,
278b2649dbde6d5eaf234a608afed4655efc944d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,93.28,paid,2019-01-08 00:00:00+00:00,2019-01-08 00:00:00+00:00
e0d95f40ec9b010904f7f91a27130c75b2b26e2e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,21.32,voided,2019-04-10 00:00:00+00:00,
1fe2634037623e0296413a48afda264ed36a236e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,50.14,paid,2019-04-02 00:00:00+00:00,2019-04-02 00:00:00+00:00
133d360de0c30cfa1f050d40a9d8a6883facf1ab,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,20.07,paid,2019-02-17 00:00:00+00:00,2019-02-17 00:00:00+00:00
f0c3d718deea5a1ec39ce8ceb9736d18a26b5e5c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,181.01,pending_payment,2019-02-19 00:00:00+00:00,
6a34ffc86a707a7afe8b4aed5d48596073f78d9c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,175.82,paid,2019-01-18 00:00:00+00:00,2019-01-18 00:00:00+00:00
9ca50ebda3dba7f7b383598b4d41cb3583423f89,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,72.85,paid,2019-02-19 00:00:00+00:00,2019-02-20 00:00:00+00:00
68d231f24e2df20171b94005adac44fa888821f1,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,37.99,paid,2019-02-14 00:00:00+00:00,2019-02-14 00:00:00+00:00
974d88e6f6f10b18dd7d08f092e95fc470b43649,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,67.30,paid,2019-01-25 00:00:00+00:00,2019-01-25 00:00:00+00:00
89089b0a9fbd654ee0949d2306b7b80db667ff46,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,61.66,paid,2019-02-03 00:00:00+00:00,2019-02-03 00:00:00+00:00
8963bc721be3515f5c1a8ba3c9734c34e2777db2,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,20.48,pending_payment,2019-02-11 00:00:00+00:00,
948cb20bf7dc7e30989d229511815c3da7320296,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,54.55,paid,2019-01-05 00:00:00+00:00,2019-01-05 00:00:00+00:00
79f45f9a471bdab5c2f57e89325ce15fd5cf1f87,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,79.72,paid,2019-01-25 00:00:00+00:00,2019-01-26 00:00:00+00:00
303f43a9734fbe71f194f7f1422555f40306b2bc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,56.52,paid,2019-02-05 00:00:00+00:00,2019-02-05 00:00:00+00:00
11b1bd64d2b019f54036ddc9d21ac7c9c08eabeb,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,46.85,paid,2019-02-24 00:00:00+00:00,2019-02-24 00:00:00+00:00
3a6fd4a5608d17f6764eb50f28231b7935934481,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,100.20,paid,2019-05-16 00:00:00+00:00,2019-05-16 00:00:00+00:00
efd6dcfb2cb5cfe6e985afd07e9657b7cbb34cc3,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,273.04,paid,2019-03-26 00:00:00+00:00,2019-03-26 00:00:00+00:00
586f89972dd3e5494df44c3f80c6a06152987812,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,42.61,paid,2019-05-18 00:00:00+00:00,2019-05-18 00:00:00+00:00
a3bdd7f74c1fbc0e6f9d7b9cd2e1ba47e9e3cbe3,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,pending_payment,2019-01-23 00:00:00+00:00,
1e860fbf70b633adcb336ca259183c3078603195,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.00,refunded,2019-05-12 00:00:00+00:00,2019-05-12 00:00:00+00:00
ef4bb272405bf47856f48800a2c777b1ba50678e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.61,paid,2019-04-09 00:00:00+00:00,2019-04-10 00:00:00+00:00
d2da54b04e39507da3bd20174ea96e29959c0fba,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,voided,2019-02-16 00:00:00+00:00,
c28fa96b806359c691cda4b050d7d260a21b7e24,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,268.80,paid,2019-04-29 00:00:00+00:00,2019-04-29 00:00:00+00:00
519c15921721e784e05f15876dcd58adf088742f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,76.89,paid,2019-02-01 00:00:00+00:00,2019-02-01 00:00:00+00:00
f05d7b8ece8224727669159cfc53e095b444b11f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,144.47,paid,2019-02-01 00:00:00+00:00,2019-02-01 00:00:00+00:00
6749f96eb93a0bc53090e48f09ad03e94ef541fc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,623.80,paid,2019-01-31 00:00:00+00:00,2019-01-31 00:00:00+00:00
870f7a34b425bd0bf44660377637a40bc8df65df,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,,2019-01-21 00:00:00+00:00
b143d19708166ab554472e321e9ef4faea6d042e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,voided,2019-02-16 00:00:00+00:00,
56c0e999a4ca27643573153c55c7e0d67d5b128d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,182.29,paid,2019-02-13 00:00:00+00:00,2019-02-13 00:00:00+00:00
a87b57abe0caf1541cd18483a2bc1077425f6a21,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,26.21,paid,2019-02-09 00:00:00+00:00,2019-02-09 00:00:00+00:00
a8ca3ea89d9d545925041a590c671b5c1c77fed4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,169.15,paid,2019-05-09 00:00:00+00:00,2019-05-09 00:00:00+00:00
442a0a5fe191d1749bd8f2b6bd3eab29d67e8a79,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,140.38,pending_payment,2019-02-18 00:00:00+00:00,
5dd13d028ae73ccb78a66e418e6adfd82f002b6e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,125.93,paid,2019-01-11 00:00:00+00:00,2019-01-11 00:00:00+00:00
947df502834a4774252fddb493bde586322f6cb9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,57.11,pending_payment,2019-04-14 00:00:00+00:00,
0044d63eaba26b983e1c5d96aba810bb1a0d4bbf,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,54.46,paid,2019-05-12 00:00:00+00:00,2019-05-12 00:00:00+00:00
65f1f40087262c86d3055513cd73e1109f1cbb1b,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,77.90,paid,2019-05-18 00:00:00+00:00,2019-05-18 00:00:00+00:00
05c87822b100effeea41295024a833df9b588479,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,98.78,paid,2019-01-10 00:00:00+00:00,2019-01-10 00:00:00+00:00
5100381ac9e26d4a439c4e2e68c76e36726b862c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,42.43,paid,2019-01-10 00:00:00+00:00,2019-01-10 00:00:00+00:00
4afa2bb8322e61a87a8700f13fd2d9ac80bcfefc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,185.76,paid,2019-01-15 00:00:00+00:00,2019-01-15 00:00:00+00:00
f4f42b101086e64f886d391ff4bf2deed0b0cd26,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,voided,2019-02-17 00:00:00+00:00,
2923c5ba3415559b7b99eaef9370c5aa61ffc19c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.31,pending_payment,2019-03-22 00:00:00+00:00,
a1e6476eb3d055ec3afd8bf9181a2bf07ef9a1dd,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,172.02,paid,2019-01-24 00:00:00+00:00,2019-01-24 00:00:00+00:00
6ef62d93f8acdb11a3c0bfbbec44b72b90d22875,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,61.13,paid,2019-04-29 00:00:00+00:00,2019-04-29 00:00:00+00:00
c887c9df36edf755b9869aa33ed0349cd48a8d77,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,147.87,paid,2019-01-26 00:00:00+00:00,2019-01-26 00:00:00+00:00
aab517f73191bbce76348cfe3d67d55b46f52e77,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,44.90,paid,2019-03-28 00:00:00+00:00,2019-03-28 00:00:00+00:00
3fe91caf94bb616f2abaca96e7041b5cf74b2faa,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.00,voided,2019-03-24 00:00:00+00:00,
bfbc968e01bb3d94d054653106a3c8971727117d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,43.87,paid,2019-03-13 00:00:00+00:00,2019-03-13 00:00:00+00:00
92ca969a3299211eb005015366ccd96a56d76d05,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,60.42,paid,2019-03-07 00:00:00+00:00,2019-03-07 00:00:00+00:00
a3c4810cf430d8ccdac8d9fcbbfc493ea5fe4f0a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,40.02,paid,2019-01-17 00:00:00+00:00,2019-01-17 00:00:00+00:00
8292b75ba9f5facce668a1c171ec264dea60f178,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,75.81,paid,2019-05-10 00:00:00+00:00,2019-05-10 00:00:00+00:00
